,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes
1955,CASUAL DINING,Hibachi,3.4,32,"Appleby Line, Burlington","Upper Appleby Centre, 1940 Appleby Line, Unit 1-3, Burlington","Japanese, Sushi",80,43.3915829,-79.79020659999999,"1940 Appleby Line, Burlington, ON L7L 0B7, Canada",L7L
1956,CASUAL DINING,Johnny Bistro,3.7,32,"Ontario 7, Markham","5 Washington Street, Markham L3P 2R3",Italian,80,43.87486,-79.25874429999999,"5 Washington St, Markham, ON L3P 2R3, Canada",L3P
1957,CASUAL DINING,Crêpes Club,3.7,25,"Baldwin Street, Grange Park","49 Baldwin Street, Toronto M5T1L3","Eastern European, Desserts",25,43.6557877,-79.3938575,"49 Baldwin St, Toronto, ON M5T 1L1, Canada",M5T
1958,QUICK BITES,Charlie's Caribbean Cuisine,3.8,28,"Hurontario Street, Mississauga","3055 Hurontario Street, Mississauga L5A 2G9",Caribbean,25,43.5815515,-79.6175495,"3055 Hurontario St, Mississauga, ON L5A 2G9, Canada",L5A
1959,BAKERY,Annina's Bakeshop and Cafe,3.9,34,Uxbridge,"300 Durham Hwy 47, Goodwood","Cafe, Bakery",35,44.03731399999999,-79.196232,"300 Durham Regional Hwy 47, Goodwood, ON L0C 1A0, Canada",L0C
1960,CASUAL DINING,Hakka Ren,3.4,25,"Hurontario Street, Mississauga","Mississauga Marketplace Plaza, 4555 Hurontario St C2, Mississauga L4Z 3M1",Chinese,25,43.6050893,-79.6495965,"4555 Hurontario St C2, Mississauga, ON L4Z 3M1, Canada",L4Z
1961,QUICK BITES,Caribbean Queen of Patties,3.9,32,"Bloor Street West, Brockton Village","1294 Bloor Street West, Toronto",Caribbean,20,43.6585983,-79.4421236,"1294 Bloor St W, Toronto, ON M6H 1N9, Canada",M6H
1962,CASUAL DINING,Kyouka Ramen,3.8,23,"Queen Street East, The Beaches","2222 Queen Street East, Toronto M4E",Ramen,50,43.6726847,-79.28807780000001,"2222 Queen St E, Toronto, ON M4E 1E9, Canada",M4E
1963,BAR,Jersey Giant,3.7,48,St. Lawrence,"71 Front Street East, Toronto M5E 1T9","Bar Food, British",60,43.6485543,-79.3731755,"71 Front St E, Toronto, ON M5E 1T9, Canada",M5E
1964,CASUAL DINING,City Hollywood Cafe,3.0,32,"Steeles Avenue East, Markham","Market Village, 4372 Steeles Avenue East, Unit G15, Markham","Hong Kong Style, Chinese, Asian",30,43.8268487,-79.3047778,"4372 Steeles Ave E G15, Markham, ON L3R 9V6, Canada",L3R
1965,CASUAL DINING,Billy's Souvlaki Place,3.7,35,"Bloor Street West, Dufferin Grove","748 Dovercourt Road, Toronto M6H 1K5",Greek,20,43.6608544,-79.4293927,"748 Dovercourt Rd, Toronto, ON M6H 1K5, Canada",M6H
1966,CASUAL DINING,Thai Smile,3.9,37,"Postmaster Drive, Oakville","2520 Postmaster Drive, Oakville L6M 5A8","Thai, Asian",50,43.4426465,-79.76754249999999,"2520 Postmaster Dr, Oakville, ON L6M 5A8, Canada",L6M
1967,CASUAL DINING,The Famous Indian Cuisine,3.5,38,"Gerrard Street East, Leslieville","1437 Gerrard Street East, Toronto M4L",Indian,30,43.6721699,-79.3220278,"1437 Gerrard St E, Toronto, ON M4L 1Z7, Canada",M4L
1968,CASUAL DINING,Atmosfera,3.7,35,"Hurontario Street, Mississauga","6781 Hurontario Street, Mississauga L5T 2W1",Italian,60,43.6425767,-79.7005896,"6781 Hurontario St, Mississauga, ON L5T 2X9, Canada",L5T
1969,CASUAL DINING,W Burger Bar,2.9,27,"College Street, Downtown Yonge","10 College Street, Toronto M5G 1K2",Burger,30,43.661478,-79.3837,"10 College St, Toronto, ON M5G 1K2, Canada",M5G
1970,QUICK BITES,Lugano 2 For 1 Pizza,3.9,39,"Lakeshore Road, Burlington","353 Brant Street, Burlington L7R 2E7","Pizza, Fast Food",20,43.3247975,-79.7962806,"353 Brant St, Burlington, ON L7R 2E7, Canada",L7R
1971,CASUAL DINING,Blackhorn Steakhouse,3.9,26,"Ellesmere Road, Scarborough","251 Ellesmere Road, Scarborough","Steak, Seafood, Greek",50,43.7603747,-79.3019936,"251 Ellesmere Rd, Scarborough, ON M1R 4E4, Canada",M1R
1972,CASUAL DINING,Kotta,3.9,35,"King Street West, Parkdale","1226 King Street West, Toronto","Sushi, Japanese, Asian",40,43.6388353,-79.4284129,"1226 King St W, Toronto, ON M6K 1G4, Canada",M6K
1973,QUICK BITES,Mistaan Sweets,3.9,23,"Mcnicoll Avenue, North York","460 McNicoll Avenue, North York M2H 2E1",Indian,25,43.80447179999999,-79.3416931,"460 McNicoll Ave, North York, ON M2H 2E1, Canada",M2H
1974,BAKERY,Pie Squared,3.3,22,"Bloor Street East, Cabbagetown","366 Bloor Street East, Toronto M4W 1H4","Bakery, Cafe",15,43.6723987,-79.3777934,"366 Bloor St E, Toronto, ON M4W 1H4, Canada",M4W
1975,FOOD COURT,Amaya Express,2.9,35,"Yonge Street, Downtown Yonge","Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2L7",Indian,40,43.6544382,-79.3806994,"220 Yonge St, Toronto, ON M5B 2H1, Canada",M5B
1976,CAFÉ,Tim Hortons,3.8,42,"East Liberty Street, Liberty Village",171 East Liberty Street,"American, Donuts, Desserts",20,43.6381221,-79.41815609999999,"171 E Liberty St, Toronto, ON M6K 3P6, Canada",M6K
1977,CASUAL DINING,Hood & Grill,3.9,32,"Main Street East, Milton","260 Main Street East, Milton",Mediterranean,40,43.5139887,-79.88198609999999,"260 Main St E, Milton, ON L9T 1P2, Canada",L9T
1978,BAR,Crocodile Rock,3.4,31,"Adelaide Street West, Entertainment District","240 Adelaide Street West, Toronto M5H 1W7",Bar Food,50,43.6483794,-79.3884822,"240 Adelaide St W, Toronto, ON M5H 1W7, Canada",M5H
1979,CASUAL DINING,Nigiri-Ya,3.9,26,"Millwood Road, Leaside","897 Millwood Drive, Toronto","Sushi, Japanese, Asian",35,43.7030863,-79.3642107,"897 Millwood Rd, East York, ON M4G 1X2, Canada",M4G
1980,CASUAL DINING,East Tea Can,3.6,14,Mississauga,"3115 Winston Churchill Boulevard, Unit 1, Mississauga L5L 2W1",Middle Eastern,25,43.52532470000001,-79.684249,"1-3115 Winston Churchill Blvd, Mississauga, ON L5L 2W1, Canada",L5L
1981,CASUAL DINING,Georgetown Thai Cuisine,3.9,40,"Main Street South, Halton Hills","76 Main Street South, Halton Hills L7J 1X4",Thai,40,43.62762499999999,-80.0391057,"76 Main St S, Acton, ON L7J 1X5, Canada",L7J
1982,CASUAL DINING,Green Lemon Grass,3.0,30,"Leslie Street, Richmond Hill","Richlane Mall, 9425 Leslie Street, Richmond Hill","Thai, Vietnamese, Asian",35,43.8663083,-79.3863611,"9425 Leslie St, Richmond Hill, ON L4B 3N7, Canada",L4B
1983,CASUAL DINING,Maki Zushi Japanese Restaurant,3.6,44,Whitchurch-Stouffville,"15 Ringwood Drive, Whitchurch-Stouffville",Sushi,35,43.9646052,-79.2737003,"15 Ringwood Dr, Whitchurch-Stouffville, ON L4A 8C1, Canada",L4A
1984,BAR,Shoeless Joe's,3.0,45,"251 Queens Quay West, Harbourfront","249 Queens Quay West, Toronto","American, Bar Food",60,43.638607,-79.38588709999999,"249 Queens Quay W, Toronto, ON M5J 2N5, Canada",M5J
1985,CASUAL DINING,Incheon House,3.7,29,"Glen Watford Drive, Scarborough","9 Glen Watford Drive, Scarborough M1S 2B9","Korean, Japanese",30,43.7865814,-79.2755746,"9 Glen Watford Dr, Scarborough, ON M1S 2B7, Canada",M1S
1986,CASUAL DINING,Tinuno,3.6,13,Cabbagetown,"31 Howard Street, Toronto M4X 1J6",Filipino,20,43.67111269999999,-79.3748501,"31 Howard St, Toronto, ON M4X 1J6, Canada",M4X
1987,CASUAL DINING,Posticino Ristorante,4.0,42,"The Queensway, Etobicoke","755 The Queensway, Etobicoke M8Z 1M8",Italian,70,43.6259053,-79.5035941,"755 The Queensway, Etobicoke, ON M8Z 1M8, Canada",M8Z
1988,CASUAL DINING,Mykonos Mediterranean Grill,4.0,41,"Yonge Street, Yorkville","881 Yonge Street, Toronto M4W 2H2","Greek, Mediterranean",50,43.6743209,-79.3880618,"881 Yonge St, Toronto, ON M4W 2H2, Canada",M4W
1989,CAFÉ,Birds & Beans,3.8,31,"Lake Shore Boulevard West, Etobicoke","2413 Lake Shore Boulevard West, Etobicoke M8V 1C5",Cafe,25,43.6140788,-79.4887777,"2413 Lake Shore Blvd W, Etobicoke, ON M8V 1C5, Canada",M8V
1990,CASUAL DINING,Sachi Sushi,3.9,36,"1122 Dorval Drive, Oakville","1122 Dorval Drive, Oakville","Sushi, Japanese, Korean, Asian",35,43.4491745,-79.7054112,"1122 Dorval Dr, Oakville, ON L6M 3E4, Canada",L6M
1991,CASUAL DINING,Bam! Breakfast & Bistro,3.8,26,"Queen Street East, The Beaches","1970 Queen Street East, Toronto M4L 1H8","Diner, Canadian",30,43.6698216,-79.30157129999999,"1970 Queen St E, Toronto, ON M4L 1H8, Canada",M4L
1992,CASUAL DINING,Kim Dinh,3.7,34,"Mccowan Road, Markham","Williamstown Plaza, 9570 McCowan Road, Unit 9, Markham","Vietnamese, Asian",35,43.8924911,-79.2914539,"9-9570 McCowan Rd, Markham, ON L6C 3G5, Canada",L6C
1993,BAR,The Bristol Bar and Grill,3.6,38,"Bristol Road West, Mississauga","512 Bristol Road West, Mississauga L5R 3Z1","Bar Food, American",60,43.6019723,-79.6712162,"512 Bristol Rd W, Mississauga, ON L5R 3Z1, Canada",L5R
1994,CASUAL DINING,Paintbox Catering & Bistro,3.3,25,"Dundas Street East, Regent Park","555 Dundas Street East, Toronto M5A 2B7",Canadian,50,43.6599009,-79.36255120000001,"555 Dundas St E, Toronto, ON M5A 2B7, Canada",M5A
1995,CASUAL DINING,Golden Palace Restaurant,3.9,34,Brampton,9886 Torbram Road L6S 3L9,"Chinese, Asian",25,43.7492738,-79.7278501,"9886 Torbram Rd, Brampton, ON L6S 3L9, Canada",L6S
1996,QUICK BITES,Embassy Restaurant,3.9,29,"Finch Avenue East, Scarborough","5210 Finch Avenue E, Scarborough M1S 4Z7","Sri Lankan, Indian",35,43.8104192,-79.2565003,"5210 Finch Ave E, Scarborough, ON M1S 4Z6, Canada",M1S
1997,QUICK BITES,Top Gun Steak,3.3,22,"Augusta Avenue, Kensington-Chinatown","251 Augusta Avenue, Toronto M5T2L8",Canadian,25,43.6550342,-79.4019624,"251 Augusta Ave, Toronto, ON M5T 2L8, Canada",M5T
1998,CASUAL DINING,I Love Sushi,2.9,49,"Queen Street West, Fashion District","494 Queen Street West, Toronto M5V 2B3","Sushi, Japanese, Thai, Asian",40,43.647922,-79.40106399999999,"494 Queen St W, Toronto, ON M5V 2B3, Canada",M5V
1999,CASUAL DINING,Red Chillie,4.1,42,Oakville,"1131 Nottinghill Gate, Oakville","Chinese, Asian",50,43.4404616,-79.71943619999999,"1131 Nottinghill Gate, Oakville, ON L6M 1K5, Canada",L6M
2000,DESSERT PARLOR,Desmond & Beatrice,3.7,22,"Carlaw Avenue, Leslieville","388 Carlaw Avenue, Unit 206, Toronto M4M",Desserts,20,43.6657479,-79.34251189999999,"206-388 Carlaw Ave, Toronto, ON M4M 3P1, Canada",M4M
2001,CAFÉ,I Deal Coffee,3.6,42,"Nassau Street, Kensington-Chinatown","84 Nassau Street, Toronto M5T1M5",Cafe,20,43.6551868,-79.40328079999999,"84 Nassau St, Toronto, ON M5T 1M5, Canada",M5T
2002,CASUAL DINING,Orly Grill,3.9,42,"Bathurst Street, Richmond Hill","10815 Bathurst Street, Richmond Hill","Fast Food, Middle Eastern",20,43.8851115,-79.4666091,"10815 Bathurst St, Richmond Hill, ON L4C 9Y2, Canada",L4C
2003,FINE DINING,Gallery Grill,3.6,17,"Hart House Circle, Discovery District","University of Toronto - Hart House, 7 Hart House Circle, Toronto M5S 3H3",Canadian,80,43.663781,-79.395039,"7 Hart House Cir, Toronto, ON M5S 3H3, Canada",M5S
2004,CAFÉ,Tamp Coffee Co,3.8,29,"Pine Street, Burlington","2049 Pine St, Burlington L7R",Cafe,13,43.32637990000001,-79.7951985,"2049 Pine St, Burlington, ON L7R 1E9, Canada",L7R
2005,CASUAL DINING,Ancila's Indian Cusine,3.6,34,"Millcreek Drive, Mississauga","6905 Millcreek Drive, Unit 11, Mississauga L5N 6A3",Indian,50,43.5957825,-79.7567888,"6905 Millcreek Dr #11, Mississauga, ON L5N 6A3, Canada",L5N
2006,BAR,Cooper's Pub,3.8,37,"Burnhamthorpe Road West, Mississauga","780 Burnhamthorpe Road West, Mississauga L5C 3X3","Bar Food, Grill",45,43.577003,-79.6527543,"780 Burnhamthorpe Rd W, Mississauga, ON L5C 3X3, Canada",L5C
2007,BEVERAGE SHOP,Pulp Kitchen,3.4,35,"Queen Street East, Riverside","689 Queen Street East, Toronto","Juices, Beverages",25,43.6585735,-79.350318,"689 Queen St E, Toronto, ON M4M 1G6, Canada",M4M
2008,CASUAL DINING,Shirin Kebab House,3.7,20,"Eglinton Avenue East, Scarborough","1880 Eglinton Avenue E, Scarborough M1L 2L1","Turkish, Middle Eastern",35,43.72648,-79.2997805,"1880 Eglinton Ave E, Scarborough, ON M1L 2L1, Canada",M1L
2009,CASUAL DINING,Sushi House,2.8,33,"University Avenue, Discovery District","209 Dundas Street West, Toronto M5G1Z8","Sushi, Japanese, Asian",35,43.65475620000001,-79.3874925,"209 Dundas St W, Toronto, ON M5G 1C8, Canada",M5G
2010,CASUAL DINING,Browne's Bistro,3.7,42,"Yonge Street, Summerhill","4 Woodlawn Avenue East, Toronto M4T 1B9","Italian, Grill",100,43.6845077,-79.3909786,"4 Woodlawn Ave E, Toronto, ON M4T 1B9, Canada",M4T
2011,CASUAL DINING,Yo Amo Tacos,3.0,31,"Islington Avenue, Woodbridge","7034 Islington Ave, Vaughan L4L1V8",Mexican,85,43.7649111,-79.5762833,"7034 Islington Ave, Woodbridge, ON L4L 1V8, Canada",L4L
2012,CASUAL DINING,Gautama,3.5,38,"Gerrard Street East, Leslieville","1416 Gerrard Street East, Toronto M4L 1Z6",Indian,40,43.6724086,-79.32288729999999,"1416 Gerrard St E, Toronto, ON M4L 1Z6, Canada",M4L
2013,BEVERAGE SHOP,The Good Press,3.6,24,"Yorkville Avenue, Yorkville","87 Yorkville Avenue, Toronto M5R 1B9","Beverages, Juices, Healthy Food",30,43.6706858,-79.391561,"87 Yorkville Ave, Toronto, ON M5R 1B9, Canada",M5R
2014,CASUAL DINING,Mango Mirchi,3.6,28,"Timberlea Boulevard, Mississauga","5359 Timberlea Boulevard, Mississauga L4W 4N5",Indian,30,43.63076299999999,-79.6421402,"5359 Timberlea Blvd, Mississauga, ON L4W 2R7, Canada",L4W
2015,CASUAL DINING,Mango Rain,3.9,31,"Lakeshore Road West, Mississauga","1714 Lakeshore Road West, Mississauga L5J 1J5","Indian, Thai, Asian",45,43.5177735,-79.62176889999999,"1714 Lakeshore Rd W, Mississauga, ON L5J 1J5, Canada",L5J
2016,CASUAL DINING,Madras,2.9,27,"Bovaird Drive East, Brampton","2280 Bovaird Drive East, Brampton L6R 3J5",South Indian,35,43.7520211,-79.73775289999999,"2280 Bovaird Dr E, Brampton, ON L6R 3J5, Canada",L6R
2017,DESSERT PARLOR,Short & Sweet Cupcakes,3.8,23,"Avenue Road, North York","1945 Avenue Road, North York M5M 4A2","Desserts, Bakery",15,43.7339919,-79.4194528,"1945 Avenue Rd, North York, ON M5M 4A2, Canada",M5M
2018,CASUAL DINING,Ding Ho,3.9,25,"Lawrence Avenue East, Scarborough","2873 Lawrence Ave E, Toronto M1P 2S8","Chinese, Asian",25,43.7534569,-79.2534617,"2873 Lawrence Ave E, Scarborough, ON M1P 2S9, Canada",M1P
2019,DESSERT PARLOR,Menchie's,3.7,33,"Warden Avenue, Markham","Markham Town Square, 3828 Highway 7 East, Markham",Frozen Yogurt,15,43.8576191,-79.3317446,"8601 Warden Ave, Unionville, ON L3R 0B5, Canada",L3R
2020,QUICK BITES,George's Deli BBQ,4.0,44,"Bathurst St East, Harbord Village","795 Bathurst Street, Toronto",Fast Food,35,43.664899,-79.4109701,"795 Bathurst St, Toronto, ON M5S 1Z5, Canada",M5S
2021,PUB,O'Finn's Irish Temper,3.9,39,"125 Navy, Oakville","136 Church Street, Oakville","Bar Food, Irish",80,43.4445938,-79.6704068,"136 Church St, Oakville, ON L6J 1M9, Canada",L6J
2022,CASUAL DINING,Suksi Biryani House,3.3,36,"Hayden Street, Church And Wellesley","15 Hayden Street, Toronto M4Y 2P2",Indian,45,43.6694267,-79.38585929999999,"15 Hayden St, Toronto, ON M4Y 2P2, Canada",M4Y
2023,CASUAL DINING,Outrigger,3.5,37,"Queen Street East, The Beaches","2232 Queen Street East, Toronto","Italian, American",65,43.67286660000001,-79.2878695,"2232 Queen St E, Toronto, ON M4E 1E9, Canada",M4E
2024,CASUAL DINING,Tian Fu Chinese Restaurant,3.9,22,"Steeles Avenue East, Markham","4771 Steeles Avenue East, Markham M1V",Sichuan,40,43.82527,-79.2988852,"4771 Steeles Ave E, Scarborough, ON M1V 4S5, Canada",M1V
2025,CASUAL DINING,Fresh Rolls,3.0,39,"The Queensway, Etobicoke","1830 The Queensway, Etobicoke M9C 5H5","Thai, Vietnamese",45,43.6149884,-79.5593123,"1830 The Queensway, Etobicoke, ON M9C 5H5, Canada",M9C
2026,CASUAL DINING,The Crooked Cue,3.4,41,"Lakeshore Road East, Mississauga","75 Lakeshore Road East, Mississauga L5G 1C9","Canadian, Bar Food",45,43.5525599,-79.5841796,"75 Lakeshore Rd E, Mississauga, ON L5G 1C9, Canada",L5G
2027,CASUAL DINING,Sunnyside Pavilion Cafe,3.5,25,High Park,"1755 Lake Shore Boulevard West, High Park M6S 5A3","Pizza, Bar Food",45,43.6375567,-79.4563771,"1755 Lake Shore Blvd W, Toronto, ON M6S 5A3, Canada",M6S
2028,QUICK BITES,Tweedy's Jamaican Patties & Restaurant,3.9,34,Newmarket,"16945 Leslie Street, Unit 30, Newmarket","Caribbean, Jamaican",20,44.0518518,-79.4271363,"30-16945 Leslie St, Newmarket, ON L3Y 8K7, Canada",L3Y
2029,QUICK BITES,Sizzlo'z,3.9,33,"Tenth Line West, Mississauga","5606 Tenth Line West, Mississauga L5M 0N7","Grill, Portuguese",30,43.558449,-79.7418715,"5606 Tenth Line W, Mississauga, ON L5M 7L9, Canada",L5M
2030,CASUAL DINING,Barrio Fiesta,3.0,29,"Keele Street, Vaughan","RioCan Marketplace, 2215 Steeles Avenue West, Vaughan M4H 1C3","Filipino, Asian",40,43.7852584,-79.4733546,"81 Gerry Fitzgerald Dr, North York, ON M3J 3N2, Canada",M3J
2031,BAKERY,Rashmi's Bakery,3.9,26,"Pertosa Drive, Brampton","80 Pertosa Drive, Unit 13 L6X 5E9","Desserts, Bakery",35,43.6817174,-79.80416749999999,"Yum Shawarma, 13-80 Pertosa Dr, Brampton, ON L6X 5E9, Canada",L6X
2032,BAKERY,Bombay Bakers,3.5,21,Brampton,"375 Howden Boulevard, Brampton","Indian, Bakery",15,43.718036,-79.74283539999999,"375 Howden Blvd, Brampton, ON L6S 4L6, Canada",L6S
2033,CASUAL DINING,Gold City,3.8,40,"Main Street East, Milton","425 Main Street East, Milton","Chinese, Asian",35,43.5180183,-79.8784944,"425 Main St E, Milton, ON L9T 1P7, Canada",L9T
2034,QUICK BITES,Makkah Restaurant,3.9,27,"Donlands Avenue, The Danforth","1020 Danforth Avenue, Toronto M4J 1M2","Pakistani, Indian",25,43.6806999,-79.33665479999999,"1020 Danforth Ave, Toronto, ON M4J 1M2, Canada",M4J
2035,CASUAL DINING,Yummy Grill Restaurant,3.6,24,Thornhill,"531 Atkinson Avenue, Thornhill","Mediterranean, Middle Eastern, Eastern European",50,43.8176784,-79.4510945,"531 Atkinson Ave, Thornhill, ON L4J 8L7, Canada",L4J
2036,CASUAL DINING,Mezza Notte Trattoria,3.9,29,"Disera Drive, Thornhill","SmartCentres Thornhill, 11 Disera Drive, Thornhill",Italian,50,43.8113445,-79.4534638,"700 Centre St, Thornhill, ON L4J 0A7, Canada",L4J
2037,CASUAL DINING,Bread & Butter,3.9,33,"Mount Pleasant Road, Davisville Village","507 Mount Pleasant Road, Toronto M4S 2L9",Diner,30,43.70159200000001,-79.3870967,"507 Mt Pleasant Rd, Toronto, ON M4S 2L9, Canada",M4S
2038,QUICK BITES,Gusto Pizzeria,3.9,29,"Main Street North, Brampton","135 Main Street North, Brampton L6X 1M9","Pizza, Italian",25,43.68791299999999,-79.76291599999999,"135 Main St N, Brampton, ON L6X 1M9, Canada",L6X
2039,QUICK BITES,Jerk King,3.7,31,"Bloor Street West, Harbord Village","522 Bloor Street West, Toronto M5S 1Y3","Caribbean, West Indian",25,43.6654401,-79.4108784,"522 Bloor St W, Toronto, ON M5S 1Y3, Canada",M5S
2040,CASUAL DINING,Buffalo Wild Wings,3.7,45,"Argentia Road, Mississauga",3015 Argentia Road L5N 8E1,"Bar Food, American",45,43.5977727,-79.7856743,"3015 Argentia Rd, Mississauga, ON L5N 8E1, Canada",L5N
2041,CASUAL DINING,La Grill,3.9,24,"Keele Street, Vaughan","7880 Keele Street, Unit 7-8, Vaughan","Mediterranean, Seafood",40,43.8021431,-79.50089919999999,"7880 Keele St Unit 7-8, Concord, ON L4K 4G7, Canada",L4K
2042,CASUAL DINING,Madras Dosa Hut,2.7,30,"Albion Road, Etobicoke","1123 Albion Road, Toronto M9V 1A9",Indian,30,43.7370465,-79.5662705,"1123 Albion Rd, Etobicoke, ON M9V 1A9, Canada",M9V
2043,CASUAL DINING,Scratch Kitchen,2.9,21,"Yonge Street, Bedford Park","3471 Yonge Street, Bedford Park M4N 2N3","American, BBQ",35,43.7342522,-79.4043956,"3471 Yonge St, Toronto, ON M4N 2N2, Canada",M4N
2044,CASUAL DINING,Souvlaki Port Credit,3.6,33,"Lakeshore Road East, Mississauga","85 Lakeshore Road East, Mississauga L5G 1C9","Greek, Mediterranean, Middle Eastern",45,43.5527749,-79.5840918,"85 Lakeshore Rd E, Mississauga, ON L5G 1C9, Canada",L5G
2045,CAFÉ,T & T Bakery Cafe,3.9,30,"Main Street North, Markham","35 Main Street North, Markham L3P 8C5",Cafe,30,43.8751743,-79.2599749,"35 Main St N, Markham, ON L3P 8C5, Canada",L3P
2046,BAR,Boo Radley's,3.9,38,"Dupont Street, Junction Triangle","1482 Dupont Street, Toronto","Grill, Bar Food",40,43.66606360000001,-79.4502814,"1482 Dupont St, Toronto, ON M6P 3S1, Canada",M6P
2047,CASUAL DINING,Fred's,3.9,34,"Bloor Street, Mississauga","636 Bloor Street West, Mississauga L5A 3V9",Grill,70,43.66456910000001,-79.4146372,"636 Bloor St W, Toronto, ON M6G 1K7, Canada",M6G
2048,BEVERAGE SHOP,Gong Cha,3.2,26,"Steeles Avenue East, Markham","Metro Square Plaza, 3636 Steeles Avenue East, Markham L3R 1K9","Bubble Tea, Beverages",15,43.8188438,-79.3308639,"3636 Steeles Ave E, Markham, ON L3R 1K9, Canada",L3R
2049,BAR,Duggan's Brewery,3.5,18,"Queen Street West, Parkdale","1346 Queen Street West, Toronto M6K 1L4",Bar Food,45,43.6417075,-79.4321922,"1346 Queen St W, Toronto, ON M6K 1L4, Canada",M6K
2050,CASUAL DINING,Golden Griddle,2.7,47,"Carlton Street, Downtown Yonge","45 Carlton Street, Toronto M5B2H9",Canadian,40,43.66141529999999,-79.3806632,"45 Carlton St, Toronto, ON M5B 2H9, Canada",M5B
2051,CASUAL DINING,Ni-Ji Sushi,3.4,19,"Ellesmere Road, Scarborough","1095 Ellesmere Road, Scarborough M1P 2X2","Sushi, Japanese",30,43.767601,-79.271453,"1095 Ellesmere Rd, Scarborough, ON M1P 2W9, Canada",M1P
2052,COFFEE SHOP,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,3.6,21,"King Street West, Entertainment District",287-289 King Street West M5V 1J5,"Cafe, Fast Food",20,43.6464095,-79.3898718,"287-289 King St W, Toronto, ON M5V 1J5, Canada",M5V
2053,CAFÉ,Fav Cafe,3.4,31,"West Beaver Creek Road, Richmond Hill","280 West Beaver Creek, Unit 31, Richmond Hill L4B 3Z1",Cafe,25,43.8441627,-79.3877344,"Jubilee Square, 31-280 West Beaver Creek Rd, Richmond Hill, ON L4B 3B1, Canada",L4B
2054,CASUAL DINING,Berry Hill Food Company,3.9,24,Oshawa,"82 King Street West, Oshawa L1H8W7","American, Coffee and Tea, Sandwich",13,43.8970435,-78.866706,"82 King St W, Oshawa, ON L1H 1A6, Canada",L1H
2055,CASUAL DINING,Maimana Naan & Kabab Restaurant,3.9,24,"Kingston Road East, Ajax","279 Kingston Road East, Ajax L1Z 0K5",Afghan,35,43.8633171,-79.01210189999999,"279 Kingston Rd E, Ajax, ON L1Z 0K5, Canada",L1Z
2056,CAFÉ,The TAMPERed PRESS,3.7,30,"Crawford Street, Trinity Bellwoods","256 Crawford Street, Toronto",Cafe,20,43.6501285,-79.41739079999999,"256 Crawford St, Toronto, ON M6J 2V8, Canada",M6J
